COUNTY,BLOCKGRP,DEMO,T_POP,V_POP
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,11,0,0
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,12,0,0
"Block Group 1, Census Tract 212, Dale County, Alabama",15000US010450212001,13,60,35
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,1,1280,950
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,2,1265,935
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,3,4,4
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,4,10,10
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,5,55,50
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,6,0,0
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,7,1155,845
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,8,20,20
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,9,0,0
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,10,20,4
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,11,0,0
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,12,0,0
"Block Group 2, Census Tract 212, Dale County, Alabama",15000US010450212002,13,15,15
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,1,1325,1040
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,2,1320,1035
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,3,4,4
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,4,25,25
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,5,105,95
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,6,0,0
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,7,1145,895
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,8,10,10
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,9,0,0
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,10,0,0
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,11,0,0
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,12,25,4
"Block Group 1, Census Tract 213, Dale County, Alabama",15000US010450213001,13,4,4
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,1,400,345
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,2,400,345
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,3,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,4,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,5,25,25
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,6,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,7,375,320
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,8,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,9,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,10,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,11,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,12,0,0
"Block Group 2, Census Tract 213, Dale County, Alabama",15000US010450213002,13,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,1,760,505
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,2,730,495
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,3,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,4,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,5,165,65
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,6,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,7,540,405
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,8,25,25
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,9,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,10,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,11,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,12,0,0
"Block Group 3, Census Tract 213, Dale County, Alabama",15000US010450213003,13,30,10
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,1,1400,930
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,2,1380,920
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,3,4,4
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,4,0,0
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,5,40,25
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,6,0,0
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,7,1310,885
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,8,15,4
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,9,0,0
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,10,10,0
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,11,0,0
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,12,0,0
"Block Group 4, Census Tract 213, Dale County, Alabama",15000US010450213004,13,15,4
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,1,2100,1490
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,2,2100,1490
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,3,15,15
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,4,30,30
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,5,210,170
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,6,0,0
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,7,1785,1250
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,8,60,20
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,9,0,0
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,10,0,0
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,11,0,0
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,12,0,0
"Block Group 1, Census Tract 214, Dale County, Alabama",15000US010450214001,13,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,1,2005,1495
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,2,1995,1485
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,3,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,4,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,5,400,290
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,6,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,7,1540,1160
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,8,40,35
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,9,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,10,10,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,11,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,12,0,0
"Block Group 2, Census Tract 214, Dale County, Alabama",15000US010450214002,13,10,10
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,1,830,655
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,2,805,650
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,3,4,4
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,4,0,0
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,5,295,250
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,6,0,0
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,7,425,355
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,8,10,10
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,9,0,0
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,10,45,4
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,11,10,10
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,12,15,15
"Block Group 3, Census Tract 214, Dale County, Alabama",15000US010450214003,13,25,10
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,1,1405,1055
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,2,1380,1050
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,3,4,4
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,4,0,0
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,5,380,290
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,6,0,0
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,7,885,725
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,8,45,30
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,9,0,0
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,10,65,0
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,11,0,0
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,12,0,0
"Block Group 4, Census Tract 214, Dale County, Alabama",15000US010450214004,13,25,4
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,1,700,625
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,2,700,625
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,3,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,4,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,5,235,225
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,6,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,7,465,400
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,8,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,9,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,10,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,11,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,12,0,0
"Block Group 1, Census Tract 9561, Dallas County, Alabama",15000US010479561001,13,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,1,2070,1605
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,2,2070,1605
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,3,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,4,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,5,415,285
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,6,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,7,1655,1315
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,8,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,9,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,10,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,11,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,12,0,0
"Block Group 2, Census Tract 9561, Dallas County, Alabama",15000US010479561002,13,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,1,1170,935
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,2,1170,935
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,3,20,20
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,4,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,5,525,425
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,6,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,7,625,490
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,8,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,9,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,10,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,11,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,12,0,0
"Block Group 3, Census Tract 9561, Dallas County, Alabama",15000US010479561003,13,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,1,1860,1385
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,2,1860,1385
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,3,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,4,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,5,1175,750
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,6,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,7,685,635
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,8,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,9,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,10,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,11,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,12,0,0
"Block Group 4, Census Tract 9561, Dallas County, Alabama",15000US010479561004,13,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,1,535,395
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,2,535,395
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,3,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,4,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,5,255,175
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,6,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,7,280,220
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,8,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,9,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,10,0,0
"Block Group 5, Census Tract 9561, Dallas County, Alabama",15000US010479561005,11,0,0
